id,fuse,thr,stage,dice,cldice,betti0_err,n_pred,n_gt,hd95
630,mean,0.45,pp,0.6762470159618632,0.7076034560383911,6,8,2,105.9865493774414
630,mean,0.5,raw,0.6791782094240232,0.694237807852671,18,20,2,108.4612808227539
630,mean,0.5,pp,0.6853058240648964,0.7153966379562628,6,8,2,106.00401306152344
630,max,0.3,raw,0.5500881773280533,0.5416051618836736,47,49,2,121.0826187133789
630,max,0.3,pp,0.5709835122750794,0.6106545327614301,4,6,2,118.25904846191406
630,max,0.35,raw,0.5637987866100918,0.5537450486753156,40,42,2,120.7518081665039
630,max,0.35,pp,0.5821450177218646,0.6114813645252986,4,6,2,118.11858367919922
630,max,0.4,raw,0.5757713975816299,0.5737669128491317,41,43,2,120.45330810546875
630,max,0.4,pp,0.5916353085814534,0.6177674988091246,4,6,2,117.63118743896484
630,max,0.45,raw,0.5870493720497909,0.5753449613322785,36,38,2,119.88911437988281
630,max,0.45,pp,0.6022927344627165,0.6234642560824201,4,6,2,114.6610107421875
630,max,0.5,raw,0.596224641659536,0.5933539847183382,33,35,2,119.43617248535156
630,max,0.5,pp,0.6096265250058781,0.6333130684247565,4,6,2,114.57791137695312
936,mean,0.3,raw,0.8120212440011914,0.8880416416094983,21,23,2,9.354028701782227
936,mean,0.3,pp,0.8160257452706247,0.9044884001123421,7,9,2,9.899495124816895
936,mean,0.35,raw,0.8260013943201284,0.8844802096288318,25,27,2,8.246211051940918
936,mean,0.35,pp,0.8259898659268554,0.8923842028474505,3,5,2,13.978557586669922
936,mean,0.4,raw,0.8313556405022613,0.883475417086332,22,24,2,9.0
936,mean,0.4,pp,0.8282721269868552,0.885855187934977,3,5,2,16.031219482421875
936,mean,0.45,raw,0.8326735969827913,0.8893386130282861,16,18,2,11.87434196472168
936,mean,0.45,pp,0.8269893615055336,0.8787334975086972,3,5,2,17.291616439819336
936,mean,0.5,raw,0.8300984131484663,0.8888063051342208,9,11,2,13.152946472167969
936,mean,0.5,pp,0.8257195369211425,0.8746912277718765,3,5,2,18.17691421508789
936,max,0.3,raw,0.7696371989264742,0.8202083770410079,25,27,2,16.278820037841797
936,max,0.3,pp,0.7746605345573506,0.8382024561634553,3,5,2,15.588457107543945
936,max,0.35,raw,0.7817846759990008,0.8310148748431366,24,26,2,15.598031997680664
936,max,0.35,pp,0.7850783689064676,0.8522141127296927,4,6,2,14.866068840026855
936,max,0.4,raw,0.7902696556222363,0.8547219103591953,19,21,2,15.018274307250977
936,max,0.4,pp,0.7962583752453495,0.8732050841970815,4,6,2,14.288115501403809
936,max,0.45,raw,0.7968568681426605,0.864639292485725,24,26,2,14.456831932067871
936,max,0.45,pp,0.8022315761358135,0.8807377698930612,8,10,2,13.784049034118652
936,max,0.5,raw,0.8030145398275942,0.8710743421655466,25,27,2,14.0
936,max,0.5,pp,0.8074696990347314,0.8893258520416135,10,12,2,12.806248664855957
761,mean,0.3,raw,0.7569831357756647,0.8258906199382708,19,22,3,42.3851318359375
761,mean,0.3,pp,0.7654087574698221,0.8480746102680681,2,5,3,43.32435989379883
761,mean,0.35,raw,0.7721896246641505,0.8701619810298754,19,22,3,42.09035110473633
761,mean,0.35,pp,0.7791621962410885,0.890049893108172,0,3,3,42.90339279174805
761,mean,0.4,raw,0.7796239196093843,0.8733452028276434,16,19,3,41.21042251586914
761,mean,0.4,pp,0.7833626357764074,0.8899545033697109,1,4,3,41.821632385253906
761,mean,0.45,raw,0.78486036176565,0.8837694940742579,15,18,3,40.37325668334961
761,mean,0.45,pp,0.7869391783543452,0.890073395608416,4,7,3,40.90895462036133
761,mean,0.5,raw,0.7881257667183009,0.8807786960940172,14,17,3,39.509490966796875
761,mean,0.5,pp,0.7892593278262066,0.8898237089379777,4,7,3,39.76179122924805
761,max,0.3,raw,0.7083347378517751,0.7901341910089873,33,36,3,44.59150314331055
761,max,0.3,pp,0.7163598917043478,0.8087714286465357,6,9,3,44.39594650268555
761,max,0.35,raw,0.7235068982123665,0.8001093418661634,31,34,3,44.48595428466797
761,max,0.35,pp,0.7300057679070241,0.8204467968520843,6,9,3,44.45222091674805
761,max,0.4,raw,0.7356098822939707,0.8128115821754891,22,25,3,44.45558166503906
761,max,0.4,pp,0.7438052582615183,0.8289248396174302,4,7,3,44.7208137512207
761,max,0.45,raw,0.7460460445697088,0.8232461876726749,22,25,3,44.42802429199219
761,max,0.45,pp,0.753123974831103,0.8402569287892743,4,7,3,44.732540130615234
761,max,0.5,raw,0.7542178349854602,0.826042610406301,24,27,3,44.48595428466797
761,max,0.5,pp,0.7627629008178158,0.8472757017809975,3,6,3,44.87761306762695
