id,fuse,thr,stage,dice,cldice,betti0_err,n_pred,n_gt,hd95
931,mean,0.45,raw,0.552623143506204,0.48908293688200183,30,32,2,102.01200103759766
931,mean,0.45,pp,0.5677069993859042,0.5266879588767552,9,11,2,102.37772369384766
931,mean,0.5,raw,0.5626693704569514,0.48008622223834596,24,26,2,101.95783233642578
931,mean,0.5,pp,0.5750946809192038,0.5100014928120301,9,11,2,102.25507354736328
931,mean,0.55,raw,0.5695590976610195,0.500129199098265,24,26,2,101.95096588134766
931,mean,0.55,pp,0.583885812347245,0.5340199418604642,11,13,2,102.298583984375
931,mean,0.6,raw,0.5749216301023722,0.5320252404340718,27,29,2,101.86265563964844
931,mean,0.6,pp,0.5881739827703313,0.561109453332909,11,13,2,102.14328002929688
728,mean,0.45,raw,0.6171558508977829,0.6667064203933799,68,70,2,98.32140350341797
728,mean,0.45,pp,0.6182503909527844,0.67320261678186,12,14,2,91.98369598388672
728,mean,0.5,raw,0.6177526588257268,0.6566206241104068,61,63,2,97.7998046875
728,mean,0.5,pp,0.6210832244976163,0.6687985316505685,11,13,2,91.49809265136719
728,mean,0.55,raw,0.6176596905477864,0.6499517485306877,64,66,2,97.0473861694336
728,mean,0.55,pp,0.6192521839346831,0.6636736497679336,11,13,2,89.84320068359375
728,mean,0.6,raw,0.6155269776536857,0.6520201355221823,70,72,2,95.92184448242188
728,mean,0.6,pp,0.6174163755025116,0.6661457316264576,11,13,2,86.47543334960938
630,mean,0.45,raw,0.6091160855056212,0.583815273423228,46,48,2,119.95832824707031
630,mean,0.45,pp,0.6284037596590452,0.6154601875993795,12,14,2,120.6689682006836
630,mean,0.5,raw,0.6120703260690624,0.5865064005299752,49,51,2,119.64091491699219
630,mean,0.5,pp,0.6311955766044566,0.6402367385297658,12,14,2,120.23601531982422
630,mean,0.55,raw,0.6132230064149716,0.6095387179642273,51,53,2,119.30422973632812
630,mean,0.55,pp,0.6371098482971193,0.6692153018287746,11,13,2,116.60015869140625
630,mean,0.6,raw,0.6127086734928409,0.6148894896657141,51,53,2,119.0749740600586
630,mean,0.6,pp,0.6425360108668605,0.7029679997165686,10,12,2,114.9652099609375
936,mean,0.45,raw,0.8331499009480414,0.8818911544984925,28,30,2,8.306623458862305
936,mean,0.45,pp,0.8351660588528979,0.8951817519382353,5,7,2,15.165750503540039
936,mean,0.5,raw,0.8319391350690064,0.8857165540901843,28,30,2,9.05538558959961
936,mean,0.5,pp,0.8289099526082567,0.8821287829720683,4,6,2,18.84144401550293
936,mean,0.55,raw,0.8298610780964574,0.8756470536578418,31,33,2,12.545464515686035
936,mean,0.55,pp,0.8279296950133848,0.8807245369569897,4,6,2,19.313207626342773
936,mean,0.6,raw,0.8263884864307313,0.8807434813730721,27,29,2,13.43130874633789
936,mean,0.6,pp,0.8191474767288668,0.8574788664176044,3,5,2,23.452077865600586
761,mean,0.45,raw,0.7968364462326843,0.8607715404884596,32,35,3,38.05259704589844
761,mean,0.45,pp,0.8043939356441573,0.8936117137683555,4,7,3,14.929647445678711
761,mean,0.5,raw,0.8016788736179251,0.8890064700084678,30,33,3,37.709415435791016
761,mean,0.5,pp,0.8103204862682893,0.9182207870506452,3,6,3,12.12435531616211
761,mean,0.55,raw,0.8052584403960454,0.8805441745239629,30,33,3,37.336307525634766
761,mean,0.55,pp,0.8133948952080878,0.9142481684890336,3,6,3,8.717798233032227
761,mean,0.6,raw,0.8064715563273877,0.8841179874503379,29,32,3,35.93048858642578
761,mean,0.6,pp,0.8130247293864911,0.9137754980384458,3,6,3,8.366600036621094
764,mean,0.45,raw,0.8309925832422339,0.8880434609772572,19,21,2,4.358899116516113
764,mean,0.45,pp,0.8295220646455095,0.8883201922221572,2,4,2,8.185352325439453
764,mean,0.5,raw,0.8340655238761072,0.8852081079087726,16,18,2,6.0
764,mean,0.5,pp,0.8330340286421177,0.8860218945733844,3,5,2,9.05538558959961
764,mean,0.55,raw,0.8359340768489859,0.8842196299620093,14,16,2,7.395349025726318
764,mean,0.55,pp,0.8366215344948326,0.8882042364945837,2,4,2,9.899495124816895
764,mean,0.6,raw,0.8366168256484183,0.8784242224898383,11,13,2,8.602325439453125
764,mean,0.6,pp,0.8372123477670138,0.8825594269973703,2,4,2,10.392304420471191
1000,mean,0.45,raw,0.7849377134546288,0.8521151024084298,23,25,2,13.928388595581055
1000,mean,0.45,pp,0.7910634812576742,0.8742306015486434,6,8,2,10.392304420471191
1000,mean,0.5,raw,0.7905499783968873,0.8622424401280042,27,29,2,13.34166431427002
1000,mean,0.5,pp,0.8020239321839695,0.888610407817636,5,7,2,6.4031243324279785
1000,mean,0.55,raw,0.7938715792965517,0.8703047218419291,24,26,2,12.529964447021484
1000,mean,0.55,pp,0.8034557235441674,0.8903125219506208,6,8,2,6.324555397033691
1000,mean,0.6,raw,0.7964327503895466,0.8738895934295579,27,29,2,11.401754379272461
1000,mean,0.6,pp,0.7989246851191101,0.8767571225096109,6,8,2,6.324555397033691
916,mean,0.45,raw,0.7815325150772433,0.8307731258929651,16,18,2,32.15586853027344
916,mean,0.45,pp,0.7835492155155533,0.8397568801713898,2,4,2,27.36786460876465
916,mean,0.5,raw,0.7855620696533953,0.8391187110024612,18,20,2,30.08321762084961
916,mean,0.5,pp,0.7868774266192214,0.8376142484814423,2,4,2,26.095975875854492
916,mean,0.55,raw,0.7879840585184843,0.8342124276377088,19,21,2,27.892650604248047
916,mean,0.55,pp,0.7899540272358028,0.8443825877198532,2,4,2,24.26932144165039
916,mean,0.6,raw,0.7897952768302311,0.8352075756779965,21,23,2,25.320947647094727
916,mean,0.6,pp,0.7933640077764332,0.8456952162268163,1,3,2,19.02629852294922
