thr,dice,cldice,precision,recall,betti0_err,hd95
0.3,0.7859782272618713,0.8770880295678154,0.7249254710513091,0.863571424271511,3.55,17.11709554195404
0.35,0.7929424936362214,0.8773843419340434,0.746642810257208,0.8506699111283267,3.3,16.953387916088104
0.4,0.7988498801360254,0.8794219411414572,0.7669428625308703,0.8385741011970245,3.1,16.41207383275032
0.45,0.8030819457239156,0.8805585887663936,0.7851919272709706,0.8268152263442762,3.15,15.640363830327988
0.5,0.805685023683034,0.8789113799515184,0.801818249646802,0.8146791824047913,2.85,15.925402301549912
0.55,0.8066650021024101,0.8785829011503639,0.8168886737105261,0.8016223978347312,3.2,16.34188078045845
0.6,0.8070915300009656,0.8772833821723427,0.832295662925206,0.7880586958266037,3.25,16.56160569190979
